"","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"17597","ENSG00000123144","ENST00000591254","19",54.86,79002,"C19orf43","C19orf43-004",-1,"p13.2",988
"17602","ENSG00000105072","ENST00000221671","19",51.63,84167,"C19orf44","C19orf44-001",1,"p13.11",3427
"17611","ENSG00000198723","ENST00000361664","19",54.07,374877,"C19orf45","C19orf45-001",1,"p13.2",1679
"17617","ENSG00000160392","ENST00000582783","19",50.5,126526,"C19orf47","C19orf47-001",-1,"q13.2",3628
"17626","ENSG00000167747","ENST00000598463","19",54.79,692204,"C19orf48","C19orf48-002",-1,"q13.33",1844
"17654","ENSG00000142444","ENST00000270502","19",52.55,90580,"C19orf52","C19orf52-001",1,"p13.2",1425
"17657","ENSG00000104979","ENST00000588234","19",54.88,28974,"C19orf53","C19orf53-001",1,"p13.2",873
"17663","ENSG00000188493","ENST00000378313","19",54.97,284325,"C19orf54","C19orf54-001",-1,"q13.2",2753
"17680","ENSG00000167595","ENST00000535581","19",53.93,148137,"C19orf55","C19orf55-004",1,"q13.12",3607
"17700","ENSG00000132016","ENST00000454313","19",52.62,79173,"C19orf57","C19orf57-201",-1,"p13.12",2513
"17701","ENSG00000183019","ENST00000333598","19",55.05,199675,"C19orf59","C19orf59-001",1,"p13.2",1730
"17711","ENSG00000006015","ENST00000595077","19",60.24,55049,"C19orf60","C19orf60-007",1,"p13.11",2465
"17718","ENSG00000130813","ENST00000397881","19",56.65,55337,"C19orf66","C19orf66-004",1,"p13.2",2140
"17723","ENSG00000204978","ENST00000378187","19",50.31,100170765,"C19orf69","C19orf69-201",1,"q13.2",946
"17727","ENSG00000174917","ENST00000309324","19",61.19,125988,"C19orf70","C19orf70-001",-1,"p13.3",896
"17731","ENSG00000183397","ENST00000329493","19",56.24,100128569,"C19orf71","C19orf71-001",1,"p13.3",674
"17732","ENSG00000221916","ENST00000408991","19",63.12,55150,"C19orf73","C19orf73-001",-1,"q13.33",743
"17734","ENSG00000095932","ENST00000215531","19",55.22,284422,"C19orf77","C19orf77-001",-1,"p13.3",908
"17738","ENSG00000130173","ENST00000252453","19",56.28,55908,"C19orf80","C19orf80-001",1,"p13.2",872
"17740","ENSG00000235034","ENST00000425202","19",50.87,342918,"C19orf81","C19orf81-001",1,"q13.33",760
"17743","ENSG00000197223","ENST00000355848","2",38.27,10438,"C1D","C1D-001",-1,"p14",2233
"17756","ENSG00000106392","ENST00000436587","7",37.33,56913,"C1GALT1","C1GALT1-201",1,"p22.1",6208
"17757","ENSG00000171155","ENST00000304661","X",40.73,29071,"C1GALT1C1","C1GALT1C1-001",-1,"q24",1613
"18178","ENSG00000173372","ENST00000374642","1",56.78,712,"C1QA","C1QA-001",1,"p36.12",1143
"18183","ENSG00000173369","ENST00000509305","1",51.13,713,"C1QB","C1QB-001",1,"p36.12",1254
"18187","ENSG00000108561","ENST00000225698","17",46.67,708,"C1QBP","C1QBP-001",-1,"p13.2",1169
"18195","ENSG00000159189","ENST00000374639","1",54.68,714,"C1QC","C1QC-001",1,"p36.12",1183
"18199","ENSG00000131094","ENST00000253407","17",56.53,10882,"C1QL1","C1QL1-001",-1,"q21.31",1295
"18200","ENSG00000144119","ENST00000272520","2",67.59,165257,"C1QL2","C1QL2-001",-1,"q14.2",2043
"18201","ENSG00000165985","ENST00000298943","10",44.9,389941,"C1QL3","C1QL3-001",-1,"p13",2493
"18202","ENSG00000186897","ENST00000334221","12",59.47,338761,"C1QL4","C1QL4-001",-1,"q13.12",2065
"18207","ENSG00000173918","ENST00000339142","17",54.12,114897,"C1QTNF1","C1QTNF1-004",1,"q25.3",3100
"18215","ENSG00000145861","ENST00000393975","5",46.95,114898,"C1QTNF2","C1QTNF2-001",-1,"q33.3",2414
"18216","ENSG00000082196","ENST00000382065","5",40.08,114899,"C1QTNF3","C1QTNF3-003",-1,"p13.2",2802
"18222","ENSG00000172247","ENST00000302514","11",59.43,114900,"C1QTNF4","C1QTNF4-001",-1,"p11.2",1664
"18226","ENSG00000223953","ENST00000445041","11",61.2,114902,"C1QTNF5","C1QTNF5-201",-1,"q23.3",3917
"18232","ENSG00000133466","ENST00000470655","22",50.64,114904,"C1QTNF6","C1QTNF6-002",-1,"q12.3",5003
"18239","ENSG00000163145","ENST00000295297","4",40.65,114905,"C1QTNF7","C1QTNF7-001",1,"p15.32",4516
"18245","ENSG00000184471","ENST00000328449","16",65.58,390664,"C1QTNF8","C1QTNF8-001",-1,"p13.3",1627
"18246","ENSG00000240654","ENST00000382071","13",47.14,387911,"C1QTNF9","C1QTNF9-002",1,"q12.12",1854
"18253","ENSG00000205863","ENST00000382137","13",44.92,387911,"C1QTNF9B","C1QTNF9B-202",-1,"q12.12",1111
"18255","ENSG00000205861","ENST00000382133","13",48.33,NA,"C1QTNF9B-AS1","C1QTNF9B-AS1-002",1,"q12.12",805
"18274","ENSG00000159403","ENST00000542285","12",53.13,715,"C1R","C1R-201",-1,"p13.31",2112
"18277","ENSG00000139178","ENST00000266542","12",49.07,51279,"C1RL","C1RL-001",-1,"p13.31",3394
"18287","ENSG00000182326","ENST00000406697","12",44.96,716,"C1S","C1S-001",1,"p13.31",3076
"17762","ENSG00000173728","ENST00000470211","1",44.83,200159,"C1orf100","C1orf100-003",1,"q44",841
"17765","ENSG00000179397","ENST00000366534","1",39.42,257044,"C1orf101","C1orf101-001",1,"q44",3333
"17773","ENSG00000180999","ENST00000367727","1",41.63,92346,"C1orf105","C1orf105-001",1,"q24.3",985
"17780","ENSG00000163362","ENST00000367342","1",53.22,55765,"C1orf106","C1orf106-001",1,"q32.1",4298
"17787","ENSG00000116922","ENST00000609516","1",48.38,54955,"C1orf109","C1orf109-013",-1,"p34.3",2622
"17799","ENSG00000185860","ENST00000367912","1",39.71,339512,"C1orf110","C1orf110-001",-1,"q23.3",2605
"17803","ENSG00000171722","ENST00000367935","1",51.83,284680,"C1orf111","C1orf111-001",-1,"q23.3",1711
"17812","ENSG00000000460","ENST00000286031","1",39.22,55732,"C1orf112","C1orf112-001",1,"q24.2",4355
"17815","ENSG00000162817","ENST00000294889","1",48.31,79762,"C1orf115","C1orf115-001",1,"q41",3413
"17816","ENSG00000182795","ENST00000359470","1",47.46,79098,"C1orf116","C1orf116-001",-1,"q32.2",5493
"17818","ENSG00000197982","ENST00000373043","1",63.25,127687,"C1orf122","C1orf122-002",1,"p34.3",2229
"17824","ENSG00000162384","ENST00000483739","1",46.92,54987,"C1orf123","C1orf123-002",-1,"p32.3",1912
"17834","ENSG00000175262","ENST00000377004","1",52.15,148345,"C1orf127","C1orf127-201",-1,"p36.22",2761
"17843","ENSG00000143633","ENST00000471936","1",43.5,128061,"C1orf131","C1orf131-004",-1,"q42.2",2657
"17845","ENSG00000203963","ENST00000371004","1",39.43,400757,"C1orf141","C1orf141-001",-1,"p31.3",4304
"17852","ENSG00000203910","ENST00000370373","1",39.2,388649,"C1orf146","C1orf146-002",1,"p22.1",871
"17853","ENSG00000157330","ENST00000288048","1",43.88,93190,"C1orf158","C1orf158-001",1,"p36.21",3764
"17860","ENSG00000131591","ENST00000487177","1",54.65,54991,"C1orf159","C1orf159-006",-1,"p36.33",3315
"17880","ENSG00000143110","ENST00000464591","1",41.81,128346,"C1orf162","C1orf162-002",1,"p13.2",2308
"17881","ENSG00000187889","ENST00000343433","1",38.48,199920,"C1orf168","C1orf168-001",-1,"p32.2",3135
"17888","ENSG00000187642","ENST00000433179","1",67.73,84808,"C1orf170","C1orf170-201",-1,"p36.33",3064
"17889","ENSG00000175707","ENST00000320567","1",51.28,126695,"C1orf172","C1orf172-001",-1,"p36.11",1793
"17890","ENSG00000178965","ENST00000326665","1",36.46,127254,"C1orf173","C1orf173-001",-1,"p31.1",7159
"17896","ENSG00000198912","ENST00000474140","1",49.32,339448,"C1orf174","C1orf174-002",-1,"p36.32",3499
"17897","ENSG00000162398","ENST00000358193","1",47.08,163747,"C1orf177","C1orf177-001",1,"p32.3",1777
"17899","ENSG00000180869","ENST00000370624","1",41.95,NA,"C1orf180","C1orf180-001",-1,"p22.3",2884
"17901","ENSG00000204006","ENST00000371759","1",37.89,284546,"C1orf185","C1orf185-001",1,"p32.3",909
"17904","ENSG00000196533","ENST00000331555","1",44.29,101929219,"C1orf186","C1orf186-001",-1,"q32.1",1665
"17932","ENSG00000163263","ENST00000368525","1",46.57,388701,"C1orf189","C1orf189-001",-1,"q21.3",387
"17933","ENSG00000188931","ENST00000367974","1",42.27,257177,"C1orf192","C1orf192-001",-1,"q23.3",774
"17939","ENSG00000179902","ENST00000369942","1",47.38,127003,"C1orf194","C1orf194-006",-1,"p13.3",956
"17940","ENSG00000119280","ENST00000366663","1",47.8,84886,"C1orf198","C1orf198-001",-1,"q42.2",3858
"17947","ENSG00000179840","ENST00000377320","1",55.29,NA,"C1orf200","C1orf200-001",-1,"p36.22",1823
"17948","ENSG00000188004","ENST00000368102","1",48.18,284677,"C1orf204","C1orf204-001",-1,"q23.2",2501
"17950","ENSG00000116667","ENST00000235307","1",40.26,81563,"C1orf21","C1orf21-001",1,"q25.3",10265
"17954","ENSG00000253313","ENST00000523677","1",53.9,149466,"C1orf210","C1orf210-001",-1,"p34.2",1478
"17961","ENSG00000249087","ENST00000335648","1",51.57,148898,"C1orf213","C1orf213-201",1,"p36.12",2547
"17962","ENSG00000142686","ENST00000270815","1",53.73,127703,"C1orf216","C1orf216-001",-1,"p34.3",3218
"17967","ENSG00000213057","ENST00000319387","1",49.25,400798,"C1orf220","C1orf220-201",1,"q25.2",2595
"17970","ENSG00000239887","ENST00000458626","1",50.44,400793,"C1orf226","C1orf226-001",1,"q23.3",4118
"17971","ENSG00000185523","ENST00000332912","1",43.95,149643,"C1orf227","C1orf227-001",-1,"q32.3",506
"17977","ENSG00000198520","ENST00000357508","1",47.54,339541,"C1orf228","C1orf228-005",1,"p34.1",2113
"17992","ENSG00000221953","ENST00000408893","1",64.53,388759,"C1orf229","C1orf229-001",-1,"q44",2258
"17993","ENSG00000228594","ENST00000422725","1",70.31,643988,"C1orf233","C1orf233-001",-1,"p36.33",2085
"17999","ENSG00000157181","ENST00000367470","1",35.21,54953,"C1orf27","C1orf27-201",1,"q31.1",3823
"18003","ENSG00000143793","ENST00000472617","1",60.86,79169,"C1orf35","C1orf35-002",-1,"q42.13",3554
"18007","ENSG00000143612","ENST00000368521","1",45.87,25912,"C1orf43","C1orf43-002",-1,"q21.3",1708
"18024","ENSG00000164008","ENST00000536543","1",46.07,100129924,"C1orf50","C1orf50-201",1,"p34.2",1558
"18039","ENSG00000159208","ENST00000469255","1",47.46,148523,"C1orf51","C1orf51-007",1,"q21.2",1803
"18048","ENSG00000162642","ENST00000294661","1",39.67,148423,"C1orf52","C1orf52-003",-1,"p22.3",3388
"18052","ENSG00000203724","ENST00000367393","1",40.35,388722,"C1orf53","C1orf53-001",1,"q31.3",588
"18055","ENSG00000118292","ENST00000369102","1",46.46,79630,"C1orf54","C1orf54-003",1,"q21.2",1251
"18061","ENSG00000143443","ENST00000368926","1",48.39,54964,"C1orf56","C1orf56-001",1,"q21.3",2096
"18069","ENSG00000125462","ENST00000488498","1",51.53,10485,"C1orf61","C1orf61-027",-1,"q22",4774
"18096","ENSG00000117616","ENST00000473314","1",46.4,101928189,"C1orf63","C1orf63-002",-1,"p36.11",3034
"18136","ENSG00000183888","ENST00000329454","1",52.32,149563,"C1orf64","C1orf64-001",1,"p36.13",3039
"18137","ENSG00000178395","ENST00000366875","1",63.3,164127,"C1orf65","C1orf65-001",1,"q41",2098
"18138","ENSG00000198854","ENST00000368775","1",55.51,100129271,"C1orf68","C1orf68-001",1,"q21.3",908
"18139","ENSG00000162757","ENST00000294811","1",48.53,148304,"C1orf74","C1orf74-001",-1,"q32.2",1576
"18145","ENSG00000198715","ENST00000362007","1",53.9,112770,"C1orf85","C1orf85-001",-1,"q22",1604
"18156","ENSG00000162585","ENST00000497675","1",60.96,199990,"C1orf86","C1orf86-005",-1,"p36.33",4478
"18167","ENSG00000162598","ENST00000486478","1",38.38,127795,"C1orf87","C1orf87-002",-1,"p32.1",3012
"18174","ENSG00000142698","ENST00000488417","1",47.51,84970,"C1orf94","C1orf94-002",1,"p34.3",2287
"18175","ENSG00000203685","ENST00000366788","1",49.66,375057,"C1orf95","C1orf95-001",1,"q42.12",7705
"18388","ENSG00000166278","ENST00000299367","6",49.87,717,"C2","C2-001",1,"p21.33",2850
"18452","ENSG00000197183","ENST00000359676","20",54.39,140688,"C20orf112","C20orf112-001",-1,"q11.21",5991
"18462","ENSG00000258713","ENST00000380589","20",60.68,128653,"C20orf141","C20orf141-001",1,"p13",730
"18464","ENSG00000149609","ENST00000607738","20",59.35,128864,"C20orf144","C20orf144-002",1,"q11.22",2254
"18465","ENSG00000174407","ENST00000370527","20",61.63,128826,"C20orf166","C20orf166-001",1,"q13.33",1220
"18472","ENSG00000174403","ENST00000475015","20",63.66,253868,"C20orf166-AS1","C20orf166-AS1-002",-1,"q13.33",2585
"18480","ENSG00000125975","ENST00000444723","20",49.86,140873,"C20orf173","C20orf173-201",-1,"q11.22",1059
"18481","ENSG00000088854","ENST00000252032","20",43.79,25943,"C20orf194","C20orf194-001",-1,"p13",6869
"18484","ENSG00000125531","ENST00000370098","20",65.3,79025,"C20orf195","C20orf195-001",1,"q13.33",1137
"18487","ENSG00000171984","ENST00000303142","20",43.35,149840,"C20orf196","C20orf196-001",1,"p12.3",1154
"18490","ENSG00000176659","ENST00000313426","20",47.35,284756,"C20orf197","C20orf197-001",1,"q13.33",2732
"18491","ENSG00000171695","ENST00000308906","20",75.2,198437,"C20orf201","C20orf201-001",-1,"q13.33",868
"18493","ENSG00000215595","ENST00000400633","20",47.58,400831,"C20orf202","C20orf202-001",1,"p13",1604
"18494","ENSG00000198547","ENST00000608990","20",50.34,NA,"C20orf203","C20orf203-001",-1,"q11.21",5076
"18498","ENSG00000101084","ENST00000483815","20",49.21,55969,"C20orf24","C20orf24-002",1,"q11.23",1170
"18505","ENSG00000089101","ENST00000245957","20",41.33,26074,"C20orf26","C20orf26-004",1,"p11.23",4082
"18528","ENSG00000101220","ENST00000379772","20",56.32,54976,"C20orf27","C20orf27-001",-1,"p13",1886
"18529","ENSG00000124237","ENST00000371168","20",46.81,128602,"C20orf85","C20orf85-001",1,"q13.32",803
"18531","ENSG00000196476","ENST00000360321","20",48.36,140680,"C20orf96","C20orf96-001",-1,"p13",1575
"18533","ENSG00000256073","ENST00000534991","21",55.51,NA,"C21orf119","C21orf119-001",1,"q22.11",816
"18534","ENSG00000184385","ENST00000329015","21",55.23,NA,"C21orf128","C21orf128-001",-1,"q22.3",2141
"18538","ENSG00000160226","ENST00000462742","21",60.43,755,"C21orf2","C21orf2-005",-1,"q22.3",4532
"18542","ENSG00000160221","ENST00000291577","21",58.55,8209,"C21orf33","C21orf33-001",1,"q22.3",1674
"18553","ENSG00000232560","ENST00000440664","21",39.57,NA,"C21orf37","C21orf37-001",1,"q21.1",714
"18554","ENSG00000205930","ENST00000382375","21",42.17,NA,"C21orf49","C21orf49-001",1,"q22.11",2453
"18568","ENSG00000229086","ENST00000451980","21",49.14,NA,"C21orf54","C21orf54-001",-1,"q22.11",595
"18573","ENSG00000160298","ENST00000291691","21",52.19,54058,"C21orf58","C21orf58-002",-1,"q22.3",2975
"18582","ENSG00000159079","ENST00000382549","21",47.5,56683,"C21orf59","C21orf59-002",-1,"q22.11",2503
"18593","ENSG00000205929","ENST00000536776","21",43.55,56245,"C21orf62","C21orf62-201",-1,"q22.11",3889
"18598","ENSG00000183250","ENST00000397841","21",54.3,NA,"C21orf67","C21orf67-002",-1,"q22.3",2303
"18604","ENSG00000184809","ENST00000329618","21",48.68,NA,"C21orf88","C21orf88-002",-1,"q22.2",1357
"18606","ENSG00000182912","ENST00000354333","21",54.54,NA,"C21orf90","C21orf90-002",1,"q22.3",2422
"18611","ENSG00000154642","ENST00000284881","21",37.16,54149,"C21orf91","C21orf91-003",-1,"q21.1",5433
"18617","ENSG00000240770","ENST00000430815","21",39.23,246312,"C21orf91-OT1","C21orf91-OT1-003",-1,"q21.1",717
"18621","ENSG00000169314","ENST00000477921","22",59.17,150248,"C22orf15","C22orf15-002",1,"q11.23",2021
"18626","ENSG00000128346","ENST00000249079","22",50.32,84645,"C22orf23","C22orf23-002",-1,"q13.1",1560
"18630","ENSG00000128254","ENST00000248984","22",52.76,25775,"C22orf24","C22orf24-002",-1,"q12.3",1247
"18634","ENSG00000182257","ENST00000396008","22",59.12,55267,"C22orf26","C22orf26-001",-1,"q13.31",2817
"18639","ENSG00000215012","ENST00000405640","22",55.11,79680,"C22orf29","C22orf29-003",-1,"q11.21",6785
"18646","ENSG00000100249","ENST00000216071","22",46.9,25770,"C22orf31","C22orf31-001",-1,"q12.1",995
"18650","ENSG00000188511","ENST00000343999","22",51.01,NA,"C22orf34","C22orf34-002",-1,"q13.33",2816
"18656","ENSG00000242259","ENST00000399562","22",47.03,128977,"C22orf39","C22orf39-001",-1,"q11.21",3350
"18665","ENSG00000205856","ENST00000467813","22",42.24,150297,"C22orf42","C22orf42-002",-1,"q12.3",1909
"18667","ENSG00000189269","ENST00000317749","22",44.89,51233,"C22orf43","C22orf43-001",-1,"q11.23",1300
"18669","ENSG00000184208","ENST00000402966","22",51.21,101927302,"C22orf46","C22orf46-001",1,"q13.2",4975
"18674","ENSG00000157617","ENST00000380486","21",47.89,25966,"C2CD2","C2CD2-001",-1,"q22.3",6345
"18687","ENSG00000172375","ENST00000525598","11",52.41,9854,"C2CD2L","C2CD2L-002",1,"q23.3",5931
"18709","ENSG00000168014","ENST00000334126","11",40.35,26005,"C2CD3","C2CD3-201",-1,"q13.4",7289
"18710","ENSG00000198535","ENST00000355522","15",52.12,145741,"C2CD4A","C2CD4A-001",1,"q22.2",3445
"18711","ENSG00000205502","ENST00000380392","15",67.12,388125,"C2CD4B","C2CD4B-001",-1,"q22.2",1579
"18712","ENSG00000183186","ENST00000332235","19",68.45,126567,"C2CD4C","C2CD4C-001",-1,"p13.3",3098
"18713","ENSG00000225556","ENST00000454109","1",66.3,100191040,"C2CD4D","C2CD4D-001",-1,"q21.3",1757
"18716","ENSG00000241962","ENST00000512183","2",41.24,101927110,"C2orf15","C2orf15-201",1,"q11.2",2569
"18720","ENSG00000221843","ENST00000408964","2",46.71,84226,"C2orf16","C2orf16-001",1,"p23.3",6200
"18721","ENSG00000197927","ENST00000355171","2",40.76,29798,"C2orf27A","C2orf27A-001",1,"q21.1",1331
"18725","ENSG00000186825","ENST00000303798","2",56.19,408029,"C2orf27B","C2orf27B-001",-1,"q21.2",1325
"18728","ENSG00000119147","ENST00000409944","2",46.85,84417,"C2orf40","C2orf40-002",1,"q12.2",799
"18732","ENSG00000115998","ENST00000264434","2",43.21,54980,"C2orf42","C2orf42-001",-1,"p13.3",2581
"18749","ENSG00000118961","ENST00000237822","2",38.2,60526,"C2orf43","C2orf43-002",-1,"p24.1",2903
"18757","ENSG00000163026","ENST00000295148","2",43.29,80304,"C2orf44","C2orf44-001",-1,"p23.3",3817
"18763","ENSG00000162972","ENST00000295079","2",39.93,79568,"C2orf47","C2orf47-201",1,"q33.1",1495
"18764","ENSG00000163009","ENST00000381786","2",51.61,348738,"C2orf48","C2orf48-001",1,"p25.1",1897
"18765","ENSG00000135974","ENST00000258457","2",38.53,79074,"C2orf49","C2orf49-001",1,"q12.1",4768
"18768","ENSG00000150873","ENST00000381585","2",47.51,130813,"C2orf50","C2orf50-001",1,"p25.1",2684
"18770","ENSG00000186143","ENST00000335524","2",58.8,339779,"C2orf53","C2orf53-001",-1,"p23.3",2001
"18773","ENSG00000172478","ENST00000307486","2",62.73,79919,"C2orf54","C2orf54-003",-1,"q37.3",2017
"18777","ENSG00000177673","ENST00000313965","2",60.35,165100,"C2orf57","C2orf57-001",1,"q37.1",1420
"18782","ENSG00000239605","ENST00000294947","2",47.3,285051,"C2orf61","C2orf61-001",-1,"p21",1621
"18788","ENSG00000158428","ENST00000494447","2",52.07,375307,"C2orf62","C2orf62-003",1,"q35",2383
"18789","ENSG00000187944","ENST00000342506","2",37.08,401027,"C2orf66","C2orf66-001",-1,"q33.1",1669
"18790","ENSG00000168887","ENST00000306336","2",51.15,388969,"C2orf68","C2orf68-001",-1,"p11.2",2837
"18795","ENSG00000178074","ENST00000319974","2",38,205327,"C2orf69","C2orf69-001",1,"q33.1",3728
"18799","ENSG00000173557","ENST00000479453","2",53.01,339778,"C2orf70","C2orf70-002",1,"p23.3",2363
"18802","ENSG00000179270","ENST00000331664","2",51.48,388939,"C2orf71","C2orf71-001",-1,"p23.2",7044
"18803","ENSG00000204128","ENST00000373640","2",48.86,257407,"C2orf72","C2orf72-003",1,"q37.1",3657
"18808","ENSG00000177994","ENST00000398634","2",38.88,129852,"C2orf73","C2orf73-001",1,"p16.2",1921
"18813","ENSG00000237651","ENST00000432605","2",44.23,339804,"C2orf74","C2orf74-202",1,"p15",887
"18815","ENSG00000186132","ENST00000409466","2",39.21,130355,"C2orf76","C2orf76-001",-1,"q14.2",1150
"18821","ENSG00000187833","ENST00000409561","2",42.94,388960,"C2orf78","C2orf78-001",1,"p13.1",3045
"18823","ENSG00000188674","ENST00000341287","2",41.54,389073,"C2orf80","C2orf80-001",-1,"q34",1238
"18829","ENSG00000159239","ENST00000517883","2",53.16,388963,"C2orf81","C2orf81-002",-1,"p13.1",2407
"18839","ENSG00000182600","ENST00000467665","2",50.37,389084,"C2orf82","C2orf82-002",1,"q37.1",2782
"18843","ENSG00000042304","ENST00000409066","2",43.18,56918,"C2orf83","C2orf83-002",-1,"q36.3",2086
"18851","ENSG00000187699","ENST00000340623","2",37.45,84281,"C2orf88","C2orf88-004",1,"q32.2",4035
"18853","ENSG00000205086","ENST00000378711","2",47.15,400950,"C2orf91","C2orf91-001",-1,"p21",3721
"18855","ENSG00000125730","ENST00000245907","19",51.26,718,"C3","C3-001",-1,"p13.3",5263
"18874","ENSG00000171860","ENST00000307637","12",42.03,719,"C3AR1","C3AR1-001",-1,"p13.31",2088
